5

140 1000

40

 1 30 40
 2 37 52
 3 49 49
 4 52 64
 5 20 26
 6 40 30
 7 21 47
 8 17 63
 9 31 62
 10 52 33
 11 51 21
 12 42 41
 13 31 32
 14 5 25
 15 12 42
 16 36 16
 17 52 41
 18 27 23
 19 17 33
 20 13 13
 21 57 58
 22 62 42
 23 42 57
 24 16 57
 25 8 52
 26 7 38
 27 27 68
 28 30 48
 29 43 67
 30 58 48
 31 58 27
 32 37 69
 33 38 46
 34 46 10
 35 61 33
 36 62 63
 37 63 69
 38 32 22
 39 45 35
 40 59 15

1 0 0
2 7 51
3 30 207
4 16 91
5 9 51
6 21 119
7 15 94
8 19 93
9 23 194
10 11 69
11 5 43
12 19 179
13 29 219
14 23 127
15 21 131
16 10 95
17 15 93
18 3 26
19 41 330
20 9 78
21 28 236
22 8 76
23 8 76
24 16 92
25 10 95
26 28 263
27 7 65
28 15 126
29 14 120
30 6 42
31 19 98
32 11 102
33 12 99
34 23 122
35 26 150
36 17 163
37 6 44
38 9 68
39 15 85
40 14 88

#PARAMS: VOLUMECAP=1000 VOLUMEDEMANDRATIO=0.9 RANGECAP=0.35 RANDOM=0 SEED=12345
