6

100 1000

43

 1 74 34
 2 9 22
 3 13 28
 4 47 63
 5 74 43
 6 71 10
 7 11 61
 8 23 33
 9 14 29
 10 31 34
 11 22 29
 12 50 66
 13 16 30
 14 48 70
 15 16 0
 16 18 33
 17 20 34
 18 26 36
 19 49 0
 20 19 0
 21 80 17
 22 75 13
 23 18 68
 24 10 27
 25 12 66
 26 80 50
 27 29 43
 28 79 48
 29 14 0
 30 76 51
 31 54 68
 32 17 30
 33 78 50
 34 72 19
 35 23 37
 36 78 45
 37 14 34
 38 0 15
 39 16 31
 40 24 37
 41 84 47
 42 80 44
 43 24 41

1 0 0
2 25 156
3 19 155
4 8 79
5 10 98
6 1 11
7 14 112
8 11 91
9 20 135
10 23 264
11 3 29
12 4 41
13 6 86
14 23 298
15 7 74
16 15 108
17 13 113
18 3 38
19 11 70
20 24 125
21 8 76
22 14 145
23 8 93
24 9 115
25 24 287
26 10 69
27 19 117
28 10 77
29 5 61
30 7 79
31 23 320
32 11 162
33 12 167
34 4 46
35 11 96
36 16 113
37 22 270
38 24 252
39 12 89
40 5 40
41 11 161
42 7 92
43 9 90

#PARAMS: VOLUMECAP=1000 VOLUMEDEMANDRATIO=0.85 RANGECAP=0.5 RANDOM=0 SEED=12345
