4

8000 1000

33

 1 292 495
 2 298 427
 3 309 445
 4 307 464
 5 336 475
 6 320 439
 7 321 437
 8 322 437
 9 323 433
 10 324 433
 11 323 429
 12 314 435
 13 311 442
 14 304 427
 15 293 421
 16 296 418
 17 261 384
 18 297 410
 19 315 407
 20 314 406
 21 321 391
 22 321 398
 23 314 394
 24 313 378
 25 304 382
 26 295 402
 27 283 406
 28 279 399
 29 271 401
 30 264 414
 31 277 439
 32 290 434
 33 319 433

1 0 0
2 700 70
3 400 41
4 400 46
5 1200 143
6 40 4
7 80 8
8 2000 234
9 900 109
10 600 61
11 750 103
12 1500 213
13 150 15
14 250 31
15 1600 200
16 450 60
17 700 99
18 550 55
19 650 85
20 200 23
21 400 40
22 300 34
23 1300 157
24 700 76
25 750 86
26 1400 168
27 4000 418
28 600 72
29 1000 127
30 500 68
31 2500 360
32 1700 242
33 1100 152

#PARAMS: VOLUMECAP=1000 VOLUMEDEMANDRATIO=0.9 RANGECAP=0.2 RANDOM=0 SEED=12345
