3

4500 1000

30

 1 162 354
 2 218 382
 3 218 358
 4 201 370
 5 214 371
 6 224 370
 7 210 382
 8 104 354
 9 126 338
 10 119 340
 11 129 349
 12 126 347
 13 125 346
 14 116 355
 15 126 335
 16 125 355
 17 119 357
 18 115 341
 19 153 351
 20 175 363
 21 180 360
 22 159 331
 23 188 357
 24 152 349
 25 215 389
 26 212 394
 27 188 393
 28 207 406
 29 184 410
 30 207 392

1 0 0
2 300 44
3 3100 634
4 125 18
5 100 15
6 200 29
7 150 22
8 150 22
9 450 106
10 300 43
11 100 15
12 950 255
13 125 21
14 150 22
15 150 22
16 550 142
17 150 22
18 100 15
19 150 25
20 400 76
21 300 65
22 1500 399
23 100 15
24 300 43
25 500 123
26 800 219
27 300 65
28 100 18
29 150 26
30 1000 179

#PARAMS: VOLUMECAP=1000 VOLUMEDEMANDRATIO=0.9 RANGECAP=0.35 RANDOM=0 SEED=12345
