9

100 250

57

 1 19 1
 2 83 61
 3 59 95
 4 73 25
 5 51 53
 6 23 49
 7 63 19
 8 51 81
 9 1 89
 10 97 41
 11 74 30
 12 60 88
 13 58 54
 14 63 95
 15 65 89
 16 6 94
 17 61 97
 18 75 31
 19 106 48
 20 69 93
 21 56 84
 22 26 54
 23 66 24
 24 60 98
 25 92 66
 26 8 92
 27 64 102
 28 104 48
 29 104 42
 30 30 52
 31 52 54
 32 77 33
 33 68 20
 34 56 62
 35 65 91
 36 54 60
 37 26 52
 38 52 90
 39 56 56
 40 66 102
 41 72 24
 42 28 56
 43 58 82
 44 84 66
 45 63 93
 46 88 64
 47 74 28
 48 26 50
 49 58 58
 50 52 56
 51 76 26
 52 8 92
 53 90 68
 54 32 50
 55 84 66
 56 78 34
 57 64 24

1 0 0
2 18 44
3 16 34
4 23 53
5 20 43
6 18 43
7 19 40
8 2 5
9 4 9
10 10 22
11 2 5
12 26 64
13 21 56
14 10 26
15 8 17
16 20 47
17 21 52
18 4 9
19 5 11
20 15 38
21 18 44
22 2 5
23 21 45
24 20 46
25 23 58
26 13 28
27 22 47
28 17 40
29 11 23
30 7 15
31 13 28
32 13 33
33 16 37
34 14 34
35 25 62
36 18 39
37 2 5
38 19 48
39 6 13
40 19 45
41 9 19
42 24 55
43 2 5
44 13 31
45 17 43
46 20 48
47 24 56
48 8 18
49 15 32
50 7 15
51 7 15
52 4 9
53 22 47
54 11 24
55 10 22
56 25 64
57 24 51
