5

100 80

31

 1 17 76
 2 24 6
 3 96 29
 4 14 19
 5 14 32
 6 0 34
 7 16 22
 8 20 26
 9 22 28
 10 17 23
 11 98 30
 12 30 8
 13 23 27
 14 19 23
 15 34 7
 16 31 7
 17 0 37
 18 19 23
 19 0 36
 20 26 7
 21 98 32
 22 5 40
 23 17 26
 24 21 26
 25 28 8
 26 1 35
 27 27 28
 28 99 30
 29 26 28
 30 17 29
 31 20 26

1 0 0
2 25 22
3 3 2
4 13 11
5 17 14
6 16 13
7 9 8
8 22 19
9 10 9
10 16 13
11 8 6
12 3 2
13 16 13
14 16 13
15 10 9
16 24 21
17 16 13
18 15 13
19 14 12
20 5 4
21 12 10
22 2 1
23 18 14
24 20 18
25 15 13
26 8 6
27 22 19
28 15 13
29 10 9
30 13 11
31 19 17
