4

8000 1000

33

 1 292 495
 2 298 427
 3 309 445
 4 307 464
 5 336 475
 6 320 439
 7 321 437
 8 322 437
 9 323 433
 10 324 433
 11 323 429
 12 314 435
 13 311 442
 14 304 427
 15 293 421
 16 296 418
 17 261 384
 18 297 410
 19 315 407
 20 314 406
 21 321 391
 22 321 398
 23 314 394
 24 313 378
 25 304 382
 26 295 402
 27 283 406
 28 279 399
 29 271 401
 30 264 414
 31 277 439
 32 290 434
 33 319 433

1 0 0
2 700 44
3 400 33
4 400 47
5 1200 140
6 40 3
7 80 5
8 2000 199
9 900 67
10 600 82
11 750 72
12 1500 173
13 150 20
14 250 38
15 1600 204
16 450 36
17 700 69
18 550 79
19 650 46
20 200 13
21 400 38
22 300 32
23 1300 184
24 700 100
25 750 106
26 1400 106
27 4000 290
28 600 51
29 1000 143
30 500 66
31 2500 426
32 1700 307
33 1100 181

#PARAMS: VOLUMECAP=1000 VOLUMEDEMANDRATIO=0.85 RANGECAP=0.5 RANDOM=0 SEED=12345
