7

150 1000

50

 1 40 40
 2 22 22
 3 36 26
 4 21 45
 5 45 35
 6 55 20
 7 33 34
 8 50 50
 9 55 45
 10 26 59
 11 40 66
 12 55 65
 13 35 51
 14 62 35
 15 62 57
 16 62 24
 17 21 36
 18 33 44
 19 9 56
 20 62 48
 21 66 14
 22 44 13
 23 26 13
 24 11 28
 25 7 43
 26 17 64
 27 41 46
 28 55 34
 29 35 16
 30 52 26
 31 43 26
 32 31 76
 33 22 53
 34 26 29
 35 50 40
 36 55 50
 37 54 10
 38 60 15
 39 47 66
 40 30 60
 41 30 50
 42 12 17
 43 15 14
 44 16 19
 45 21 48
 46 50 30
 47 51 42
 48 50 15
 49 48 21
 50 12 38

1 0 0
2 18 70
3 26 132
4 11 64
5 30 189
6 21 98
7 19 97
8 15 76
9 16 69
10 29 216
11 26 139
12 37 232
13 16 140
14 12 101
15 31 206
16 8 32
17 19 98
18 20 158
19 13 51
20 15 50
21 22 128
22 28 185
23 12 89
24 6 46
25 27 205
26 14 58
27 18 66
28 17 78
29 29 217
30 13 90
31 22 195
32 25 237
33 28 245
34 27 192
35 19 105
36 10 39
37 12 96
38 14 90
39 24 111
40 16 77
41 33 307
42 15 128
43 11 70
44 18 101
45 17 82
46 21 107
47 27 174
48 19 101
49 20 96
50 5 17

#PARAMS: VOLUMECAP=1000 VOLUMEDEMANDRATIO=0.85 RANGECAP=0.5 RANDOM=0 SEED=12345
