5

150 1000

45

 1 30 40
 2 37 52
 3 49 49
 4 52 64
 5 20 26
 6 40 30
 7 21 47
 8 17 63
 9 31 62
 10 52 33
 11 51 21
 12 42 41
 13 31 32
 14 5 25
 15 12 42
 16 36 16
 17 52 41
 18 27 23
 19 17 33
 20 13 13
 21 57 58
 22 62 42
 23 42 57
 24 16 57
 25 8 52
 26 7 38
 27 27 68
 28 30 48
 29 43 67
 30 58 48
 31 58 27
 32 37 69
 33 38 46
 34 46 10
 35 61 33
 36 62 63
 37 63 69
 38 32 22
 39 45 35
 40 59 15
 41 5 6
 42 10 17
 43 21 10
 44 5 64
 45 30 15

1 0 0
2 7 24
3 30 154
4 16 98
5 9 58
6 21 101
7 15 76
8 19 99
9 23 98
10 11 83
11 5 25
12 19 115
13 29 272
14 23 192
15 21 140
16 10 45
17 15 81
18 3 21
19 41 173
20 9 31
21 28 166
22 8 49
23 8 60
24 16 129
25 10 74
26 28 118
27 7 23
28 15 71
29 14 104
30 6 40
31 19 172
32 11 103
33 12 107
34 23 164
35 26 142
36 17 74
37 6 45
38 9 60
39 15 73
40 14 68
41 7 64
42 27 234
43 13 81
44 11 65
45 16 78

#PARAMS: VOLUMECAP=1000 VOLUMEDEMANDRATIO=0.85 RANGECAP=0.5 RANDOM=0 SEED=12345
