7

150 1000

50

 1 40 40
 2 22 22
 3 36 26
 4 21 45
 5 45 35
 6 55 20
 7 33 34
 8 50 50
 9 55 45
 10 26 59
 11 40 66
 12 55 65
 13 35 51
 14 62 35
 15 62 57
 16 62 24
 17 21 36
 18 33 44
 19 9 56
 20 62 48
 21 66 14
 22 44 13
 23 26 13
 24 11 28
 25 7 43
 26 17 64
 27 41 46
 28 55 34
 29 35 16
 30 52 26
 31 43 26
 32 31 76
 33 22 53
 34 26 29
 35 50 40
 36 55 50
 37 54 10
 38 60 15
 39 47 66
 40 30 60
 41 30 50
 42 12 17
 43 15 14
 44 16 19
 45 21 48
 46 50 30
 47 51 42
 48 50 15
 49 48 21
 50 12 38

1 0 0
2 18 83
3 26 146
4 11 79
5 30 204
6 21 115
7 19 103
8 15 88
9 16 76
10 29 233
11 26 150
12 37 240
13 16 159
14 12 109
15 31 226
16 8 48
17 19 117
18 20 173
19 13 67
20 15 64
21 22 140
22 28 194
23 12 104
24 6 60
25 27 231
26 14 66
27 18 82
28 17 98
29 29 235
30 13 106
31 22 213
32 25 249
33 28 261
34 27 205
35 19 117
36 10 62
37 12 103
38 14 109
39 24 125
40 16 93
41 33 328
42 15 136
43 11 78
44 18 123
45 17 93
46 21 119
47 27 187
48 19 121
49 20 102
50 5 30

#PARAMS: VOLUMECAP=1000 VOLUMEDEMANDRATIO=0.95 RANGECAP=0.5 RANDOM=0 SEED=12345
