5

100 1000

34

 1 73 39
 2 67 91
 3 39 21
 4 3 9
 5 97 15
 6 91 65
 7 55 75
 8 55 71
 9 57 85
 10 21 15
 11 47 57
 12 51 97
 13 11 11
 14 43 59
 15 63 69
 16 55 77
 17 35 11
 18 27 91
 19 49 25
 20 29 93
 21 71 27
 22 31 43
 23 27 9
 24 67 99
 25 87 81
 26 23 81
 27 89 33
 28 71 91
 29 19 77
 30 65 77
 31 87 79
 32 19 83
 33 1 59
 34 55 7

1 0 0
2 23 149
3 3 32
4 24 229
5 15 147
6 15 114
7 24 193
8 7 58
9 25 173
10 13 152
11 5 46
12 7 74
13 5 75
14 14 185
15 13 136
16 5 38
17 24 206
18 15 186
19 9 65
20 16 89
21 13 125
22 16 169
23 13 156
24 24 298
25 20 240
26 23 156
27 20 125
28 3 27
29 15 178
30 12 138
31 19 264
32 4 60
33 15 204
34 1 13

#PARAMS: VOLUMECAP=1000 VOLUMEDEMANDRATIO=0.9 RANGECAP=0.5 RANDOM=0 SEED=12345
