6

100 1000

33

 1 34 31
 2 45 55
 3 70 80
 4 81 70
 5 85 61
 6 59 55
 7 45 60
 8 50 64
 9 80 64
 10 75 90
 11 25 40
 12 9 66
 13 1 44
 14 50 54
 15 35 45
 16 71 84
 17 1 9
 18 25 54
 19 45 59
 20 45 71
 21 66 84
 22 11 35
 23 81 46
 24 85 10
 25 75 20
 26 15 21
 27 90 45
 28 15 0
 29 31 26
 30 10 95
 31 6 6
 32 51 5
 33 26 36

1 0 0
2 26 149
3 17 131
4 6 56
5 15 141
6 7 47
7 5 36
8 15 119
9 16 102
10 17 192
11 1 6
12 21 195
13 66 928
14 25 319
15 16 163
16 11 75
17 7 55
18 17 205
19 17 104
20 22 111
21 10 85
22 25 250
23 16 183
24 7 83
25 21 247
26 11 68
27 21 120
28 11 78
29 21 241
30 22 245
31 25 341
32 2 29
33 22 296

#PARAMS: VOLUMECAP=1000 VOLUMEDEMANDRATIO=0.9 RANGECAP=0.5 RANDOM=0 SEED=12345
