5

100 1000

37

 1 38 46
 2 59 46
 3 96 42
 4 47 61
 5 26 15
 6 66 6
 7 96 7
 8 37 25
 9 68 92
 10 78 84
 11 82 28
 12 93 90
 13 74 42
 14 60 20
 15 78 58
 16 36 48
 17 45 36
 18 73 57
 19 10 91
 20 98 51
 21 92 62
 22 43 42
 23 53 25
 24 78 65
 25 72 79
 26 37 88
 27 16 73
 28 75 96
 29 11 66
 30 9 49
 31 25 72
 32 8 68
 33 12 61
 34 50 2
 35 26 54
 36 18 89
 37 22 53

1 0 0
2 16 92
3 18 133
4 1 7
5 13 119
6 8 56
7 23 176
8 7 51
9 27 177
10 1 5
11 3 23
12 6 52
13 24 331
14 19 239
15 2 14
16 5 33
17 16 128
18 7 81
19 4 21
20 22 111
21 7 57
22 23 225
23 16 179
24 2 19
25 2 19
26 9 56
27 2 10
28 12 84
29 1 5
30 9 97
31 23 311
32 6 87
33 19 251
34 7 73
35 7 55
36 20 131
37 20 242

#PARAMS: VOLUMECAP=1000 VOLUMEDEMANDRATIO=0.75 RANGECAP=0.5 RANDOM=0 SEED=12345
