6

100 1000

44

 1 14 68
 2 73 2
 3 13 47
 4 37 44
 5 34 63
 6 58 98
 7 33 42
 8 18 98
 9 24 79
 10 17 28
 11 72 67
 12 78 63
 13 42 48
 14 1 2
 15 2 28
 16 32 82
 17 97 38
 18 39 53
 19 87 1
 20 42 77
 21 83 27
 22 79 92
 23 22 39
 24 58 32
 25 53 84
 26 38 37
 27 63 59
 28 42 88
 29 32 88
 30 38 23
 31 63 32
 32 22 73
 33 88 94
 34 58 78
 35 43 62
 36 73 1
 37 17 32
 38 87 79
 39 12 24
 40 48 53
 41 48 23
 42 7 37
 43 98 77
 44 34 12

1 0 0
2 8 40
3 24 157
4 9 56
5 19 151
6 9 45
7 18 112
8 9 52
9 14 70
10 3 15
11 14 93
12 8 45
13 8 78
14 13 138
15 18 157
16 4 20
17 24 163
18 14 148
19 8 40
20 18 90
21 13 82
22 2 10
23 9 78
24 18 198
25 3 15
26 24 122
27 8 40
28 24 147
29 14 136
30 13 120
31 24 306
32 23 300
33 9 92
34 13 114
35 14 101
36 14 70
37 18 207
38 24 218
39 4 20
40 8 40
41 13 154
42 4 21
43 14 108
44 18 131

#PARAMS: VOLUMECAP=1000 VOLUMEDEMANDRATIO=0.75 RANGECAP=0.5 RANDOM=0 SEED=12345
