6

100 1000

41

 1 37 35
 2 61 78
 3 18 33
 4 10 7
 5 48 26
 6 96 58
 7 16 97
 8 102 67
 9 97 67
 10 20 17
 11 110 77
 12 26 101
 13 102 74
 14 98 64
 15 71 82
 16 101 60
 17 104 69
 18 70 85
 19 17 9
 20 56 34
 21 105 69
 22 20 8
 23 103 63
 24 105 76
 25 25 35
 26 28 43
 27 58 36
 28 56 32
 29 65 87
 30 70 80
 31 100 65
 32 102 61
 33 99 73
 34 24 103
 35 26 107
 36 21 39
 37 99 71
 38 20 16
 39 56 30
 40 51 31
 41 106 70

1 0 0
2 6 32
3 11 80
4 14 130
5 7 64
6 12 86
7 16 122
8 6 44
9 18 117
10 7 79
11 20 158
12 7 65
13 23 321
14 16 198
15 10 99
16 9 57
17 18 147
18 8 97
19 15 94
20 9 45
21 23 202
22 7 69
23 15 169
24 14 168
25 21 241
26 25 157
27 14 80
28 11 78
29 19 217
30 12 132
31 8 107
32 25 359
33 17 225
34 22 233
35 11 92
36 16 104
37 16 193
38 8 81
39 23 162
40 15 115
41 13 181

#PARAMS: VOLUMECAP=1000 VOLUMEDEMANDRATIO=0.9 RANGECAP=0.5 RANDOM=0 SEED=12345
